Program_Name;IFS_7P_Module;IFS_4P_Module;ProgramType
GUSTARTISW;TECHNICAL_KERNEL;Core_Banking;R
GUSTARTUP;TECHNICAL_KERNEL;Core_Banking;R
GUSTARTWFL;TECHNICAL_KERNEL;Core_Banking;R
GUSWMNRPL;TECHNICAL_KERNEL;Core_Banking;R
GUWFLSTA1;TECHNICAL_KERNEL;Core_Banking;R
GXMLM;TECHNICAL_KERNEL;Core_Banking;I
GXMLO;TECHNICAL_KERNEL;Core_Banking;I
GXMLOUPD;TECHNICAL_KERNEL;Core_Banking;R
HGLOADMDC;TECHNICAL_KERNEL;Core_Banking;R
IABA1;Account_Management;Core_Banking;I
IACCM;Payment_And_Cash_Management;Payment_And_Cash_Management;I
IACCO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
IAFFC;Financial_Markets;Financial_Markets;I
IAFRC;Financial_Markets;Financial_Markets;I
IAFXC;Financial_Markets;Financial_Markets;I
IAIRC;Financial_Markets;Financial_Markets;I
IALDC;Account_Management;Core_Banking;I
IAMTC;Account_Management;Core_Banking;I
IAOPC;Financial_Markets;Financial_Markets;I
IAUTL;Payment_And_Cash_Management;Payment_And_Cash_Management;I
IAUTM;Payment_And_Cash_Management;Payment_And_Cash_Management;I
IAUTO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
IBAT1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
IBATA;Account_Management;Core_Banking;I
IBATO;Account_Management;Core_Banking;I
IBBD4;Account_Management;Core_Banking;I
IBBDO;UNUSED;Core_Banking;I
IBDDO;Financial_Markets;Financial_Markets;I
IBDHO;Financial_Markets;Financial_Markets;I
IBSPC;Finance;Core_Banking;I
IBTF1;Financial_Markets;Financial_Markets;I
IBTF2;Financial_Markets;Financial_Markets;I
IBTF5;Financial_Markets;Financial_Markets;I
IBTI1;Financial_Markets;Financial_Markets;I
IBTI5;Financial_Markets;Financial_Markets;I
IBVD1;Financial_Markets;Financial_Markets;I
IBVD5;Financial_Markets;Financial_Markets;I
ICBRM;Financial_Markets;Financial_Markets;I
ICBRO;Financial_Markets;Financial_Markets;I
ICCFB;Financial_Markets;Financial_Markets;I
ICCFC;Financial_Markets;Financial_Markets;I
ICDCI;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ICDPI;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ICLF4;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ICNDL;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ICNDM;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ICNDO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ICNF5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ICNFL;MDM_Management;Core_Banking;I
ICNFO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ICNFS;MDM_Management;Core_Banking;I
ICNLD;MDM_Management;Core_Banking;I
ICNPC;TECHNICAL_KERNEL;Core_Banking;I
ICNRL;TECHNICAL_KERNEL;Core_Banking;I
ICNSC;TECHNICAL_KERNEL;Core_Banking;I
ICOE5;TECHNICAL_KERNEL;Core_Banking;I
ICOF5;TECHNICAL_KERNEL;Core_Banking;I
ICOLB;Finance;Core_Banking;I
ICOLC;Finance;Core_Banking;I
ICON5;Financial_Markets;Financial_Markets;I
ICOPC;Financial_Markets;Financial_Markets;I
ICOPL;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ICOPO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ICOSP;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ICPDC;Financial_Markets;Financial_Markets;I
ICPIC;Financial_Markets;Financial_Markets;I
ICPRB;Financial_Markets;Financial_Markets;I
ICPRC;Financial_Markets;Financial_Markets;I
ICPRP;Financial_Markets;Financial_Markets;I
ICVB5;Financial_Markets;Financial_Markets;I
ICVBS;Financial_Markets;Financial_Markets;I
IDPLO;Lending;Lending;I
IEBAM;Lending;Lending;I
IERB5;MDM_Management;Core_Banking;I
IERBS;MDM_Management;Core_Banking;I
IERMO;UNUSED;Core_Banking;I
IEXC5;UNUSED;Core_Banking;I
IFASO;Financial_Markets;Financial_Markets;I
IFCP1;Financial_Markets;Financial_Markets;I
IFCPO;Financial_Markets;Financial_Markets;I
IFCSL;Payment_And_Cash_Management;Payment_And_Cash_Management;I
IFCSO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
IFCTC;Financial_Markets;Financial_Markets;I
IFERS;Financial_Markets;Financial_Markets;I
IFFAO;Financial_Markets;Financial_Markets;I
IFFC1;Financial_Markets;Financial_Markets;I
IFFCL;UNUSED;Core_Banking;I
IFFCO;Financial_Markets;Financial_Markets;I
IFFDL;Financial_Markets;Financial_Markets;I
IFFDO;Financial_Markets;Financial_Markets;I
IFFE5;Financial_Markets;Financial_Markets;I
IFFOO;Financial_Markets;Financial_Markets;I
IFFPO;Financial_Markets;Financial_Markets;I
IFFT1;Financial_Markets;Financial_Markets;I
IFFTO;Financial_Markets;Financial_Markets;I
IFFVO;Financial_Markets;Financial_Markets;I
IFFVS;Financial_Markets;Financial_Markets;I
IFIRC;Financial_Markets;Financial_Markets;I
IFPIC;Financial_Markets;Financial_Markets;I
IFPSO;Financial_Markets;Financial_Markets;I
IFRAL;Financial_Markets;Financial_Markets;I
IFRAO;Financial_Markets;Financial_Markets;I
IFRCL;Financial_Markets;Financial_Markets;I
IFRCO;Financial_Markets;Financial_Markets;I
IFRE5;Financial_Markets;Financial_Markets;I
IFRPL;Financial_Markets;Financial_Markets;I
IFRPO;Financial_Markets;Financial_Markets;I
IFTCO;Financial_Markets;Financial_Markets;I
IFTSO;Financial_Markets;Financial_Markets;I
IFUPS;Financial_Markets;Financial_Markets;I
IFXAO;Financial_Markets;Financial_Markets;I
IFXCL;Financial_Markets;Financial_Markets;I
IFXCO;Financial_Markets;Financial_Markets;I
IFXE5;Financial_Markets;Financial_Markets;I
IFXPL;Financial_Markets;Financial_Markets;I
IFXPO;Financial_Markets;Financial_Markets;I
IGFFC;Financial_Markets;Financial_Markets;I
IGFRC;Financial_Markets;Financial_Markets;I
IGFXC;Financial_Markets;Financial_Markets;I
IGIRC;Financial_Markets;Financial_Markets;I
IGIRO;Financial_Markets;Financial_Markets;I
IGLDC;Financial_Markets;Financial_Markets;I
IGLDO;Financial_Markets;Financial_Markets;I
IGMI5;Financial_Markets;Financial_Markets;I
IGNOR;TECHNICAL_KERNEL;Core_Banking;I
IGOPC;Financial_Markets;Financial_Markets;I
IGTEC;Financial_Markets;Financial_Markets;I
IHMC5;Financial_Markets;Financial_Markets;I
IHMCL;Financial_Markets;Financial_Markets;I
IHMCS;Financial_Markets;Financial_Markets;I
IICFM;Payment_And_Cash_Management;Payment_And_Cash_Management;I
IICSO;Financial_Markets;Financial_Markets;I
IIFF1;Financial_Markets;Financial_Markets;I
IIFF5;Financial_Markets;Financial_Markets;I
IIFFO;Financial_Markets;Financial_Markets;I
IIFFS;Financial_Markets;Financial_Markets;I
IIFR1;Financial_Markets;Financial_Markets;I
IIFR5;Financial_Markets;Financial_Markets;I
IIFRA;Financial_Markets;Financial_Markets;I
IIFRO;Financial_Markets;Financial_Markets;I
IIFXO;Financial_Markets;Financial_Markets;I
IIFXS;Financial_Markets;Financial_Markets;I
IIFXT;Financial_Markets;Financial_Markets;I
IIIR1;Financial_Markets;Financial_Markets;I
IIIR5;Financial_Markets;Financial_Markets;I
IILDA;Financial_Markets;Financial_Markets;I
IILDD;Financial_Markets;Financial_Markets;I
IILDM;Financial_Markets;Financial_Markets;I
IILDO;Financial_Markets;Financial_Markets;I
IINI5;MDM_Management;Core_Banking;I
IINIF;Account_Management;Core_Banking;I
IINIM;Account_Management;Core_Banking;I
IINIO;Account_Management;Core_Banking;I
IINT5;MDM_Management;Core_Banking;I
IINTL;Account_Management;Core_Banking;I
IINTM;Account_Management;Core_Banking;I
IINTO;Account_Management;Core_Banking;I
IIOP1;Financial_Markets;Financial_Markets;I
IIOP5;Financial_Markets;Financial_Markets;I
IIOPO;Financial_Markets;Financial_Markets;I
IIPH5;Financial_Markets;Financial_Markets;I
IIPI1;Financial_Markets;Financial_Markets;I
IIPI2;Financial_Markets;Financial_Markets;I
IIPIO;Financial_Markets;Financial_Markets;I
IIRE5;Financial_Markets;Financial_Markets;I
IIRGM;TECHNICAL_KERNEL;Core_Banking;I
IIRSO;Financial_Markets;Financial_Markets;I
IITEC;Financial_Markets;Financial_Markets;I
ILACDLYPL;Finance;Core_Banking;R
ILAFFLOADN;UNUSED;Core_Banking;R
ILAUDFFTTM;TECHNICAL_KERNEL;Core_Banking;R
ILAUDIT;UNUSED;Core_Banking;R
ILAUDITFFT;Account_Management;Core_Banking;R
ILAUDITLO3;Account_Management;Core_Banking;R
ILAUDITLON;Account_Management;Core_Banking;R
ILAUTDCSTA;UNUSED;Core_Banking;R
ILBGEFOREX;Financial_Markets;Financial_Markets;R
ILBGEFRA;Financial_Markets;Financial_Markets;R
ILBGEIRCS;Financial_Markets;Financial_Markets;R
ILBGEIRF;Financial_Markets;Financial_Markets;R
ILBGELOADE;Financial_Markets;Financial_Markets;R
ILBGEOPT;TECHNICAL_KERNEL;Core_Banking;R
ILBGEVDL;TECHNICAL_KERNEL;Core_Banking;R
ILBGEVOL;TECHNICAL_KERNEL;Core_Banking;R
ILBOEAGIN2;Finance;Core_Banking;R
ILBOEDEP50;Finance;Core_Banking;R
ILBOEDEP52;Lending;Lending;R
ILCHKDUP1;Lending;Lending;R
ILCNFDCSTB;Payment_And_Cash_Management;Payment_And_Cash_Management;R
ILCNFFRA;Financial_Markets;Financial_Markets;R
ILCNFIRS;Financial_Markets;Financial_Markets;R
ILCNFLDFX;Financial_Markets;Financial_Markets;R
ILCNFMAN;Financial_Markets;Financial_Markets;R
ILCNFOPT;Financial_Markets;Financial_Markets;R
ILCNFTXT;Financial_Markets;Financial_Markets;R
ILCOMPBTS;Financial_Markets;Financial_Markets;R
ILCOMWARFR;Financial_Markets;Financial_Markets;R
ILCOMWARFX;Financial_Markets;Financial_Markets;R
ILCOMWARIR;Financial_Markets;Financial_Markets;R
ILCOMWARLD;Financial_Markets;Financial_Markets;R
ILCONSELFR;Financial_Markets;Financial_Markets;R
ILCONSELFX;Financial_Markets;Financial_Markets;R
ILCONSELLD;Financial_Markets;Financial_Markets;R
ILCONSELSC;Lending;Lending;R
ILCONSLIRS;Lending;Lending;R
ILCONSLLD2;Financial_Markets;Financial_Markets;R
ILCTMFX;Financial_Markets;Financial_Markets;R
ILCTMMM;Financial_Markets;Financial_Markets;R
ILCTPPHO;Financial_Markets;Financial_Markets;R
ILDAO;Financial_Markets;Financial_Markets;I
ILDAYMVTFR;Financial_Markets;Financial_Markets;R
ILDAYMVTFX;Financial_Markets;Financial_Markets;R
ILDAYMVTIR;Financial_Markets;Financial_Markets;R
ILDAYMVTLD;Financial_Markets;Financial_Markets;R
ILDAYMVTOP;Financial_Markets;Financial_Markets;R
ILDCL;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ILDCO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ILDE5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ILDEALNUM;Financial_Markets;Financial_Markets;R
ILDEALPMAT;Financial_Markets;Financial_Markets;R
ILDEALTICK;Financial_Markets;Financial_Markets;R
ILDLCTP;Financial_Markets;Financial_Markets;R
ILDLLCRED;Financial_Markets;Financial_Markets;R
ILDLLCSS12;Lending;Lending;R
ILDLLIOPTS;Lending;Lending;R
ILDLLMIS1;Lending;Lending;R
ILDLLSTPMT;Financial_Markets;Financial_Markets;R
ILDLYACCF3;Financial_Markets;Financial_Markets;R
ILDLYACCFR;TECHNICAL_KERNEL;Core_Banking;R
ILDLYACCFX;Financial_Markets;Financial_Markets;R
ILDLYACCIR;Financial_Markets;Financial_Markets;R
ILDLYACCL3;Financial_Markets;Financial_Markets;R
ILDLYACCLD;Financial_Markets;Financial_Markets;R
ILDLYMRGLD;Financial_Markets;Financial_Markets;R
ILDLYMVCUS;Financial_Markets;Financial_Markets;R
ILDLYVLM2;Financial_Markets;Financial_Markets;R
ILDLYVLMRP;Financial_Markets;Financial_Markets;R
ILDOCTCOM;Finance;Core_Banking;R
ILDOCTINV;TECHNICAL_KERNEL;Core_Banking;R
ILDOCTMAT;Lending;Lending;R
ILDPL;Financial_Markets;Financial_Markets;I
ILDPO;Financial_Markets;Financial_Markets;I
ILDTL;Financial_Markets;Financial_Markets;I
ILEURREP01;Financial_Markets;Financial_Markets;R
ILEXPBNK50;Lending;Lending;R
ILEXPCLI50;Lending;Lending;R
ILFOREXIN;Financial_Markets;Financial_Markets;R
ILFRAIN;Financial_Markets;Financial_Markets;R
ILFRAOUT;Financial_Markets;Financial_Markets;R
ILFRDEALTK;Financial_Markets;Financial_Markets;R
ILFRRDSTRS;Financial_Markets;Financial_Markets;R
ILFRTRANSA;Financial_Markets;Financial_Markets;R
ILFWDCONAL;Financial_Markets;Financial_Markets;R
ILFWDOUTCU;Financial_Markets;Financial_Markets;R
ILFWDOUTVA;Financial_Markets;Financial_Markets;R
ILFXBTSTRA;Financial_Markets;Financial_Markets;R
ILFXBYCCY;Financial_Markets;Financial_Markets;R
ILFXDEALIN;Financial_Markets;Financial_Markets;R
ILFXDEALTK;Financial_Markets;Financial_Markets;R
ILFXDLTICK;Financial_Markets;Financial_Markets;R
ILFXMAS;Financial_Markets;Financial_Markets;R
ILFXMTMVAL;Financial_Markets;Financial_Markets;R
ILFXTRANSA;Financial_Markets;Financial_Markets;R
ILHISFR;Financial_Markets;Financial_Markets;R
ILHISFX;Financial_Markets;Financial_Markets;R
ILHISLD;Financial_Markets;Financial_Markets;R
ILHMC;Financial_Markets;Financial_Markets;R
ILINTBASRT;Account_Management;Core_Banking;R
ILINVFLAT;Financial_Markets;Financial_Markets;R
ILINVSEL;Financial_Markets;Financial_Markets;R
ILIRFDEATK;Financial_Markets;Financial_Markets;R
ILIRFLP;Financial_Markets;Financial_Markets;R
ILIRFOP;Financial_Markets;Financial_Markets;R
ILIRFPC;Financial_Markets;Financial_Markets;R
ILIRFTDY;Financial_Markets;Financial_Markets;R
ILIRFTRA;Financial_Markets;Financial_Markets;R
ILIRSDEATK;Financial_Markets;Financial_Markets;R
ILIRSGFI;Financial_Markets;Financial_Markets;R
ILIRSINFO;Financial_Markets;Financial_Markets;R
ILIRSTRA;Financial_Markets;Financial_Markets;R
ILISIMAUT;Financial_Markets;Financial_Markets;R
ILISPIO;Financial_Markets;Financial_Markets;R
ILJUSPDACC;Financial_Markets;Financial_Markets;R
ILJUSRAEOM;TECHNICAL_KERNEL;Core_Banking;R
ILLDBTSTRA;Financial_Markets;Financial_Markets;R
ILLDCONAL;Financial_Markets;Financial_Markets;R
ILLDDEALIN;Financial_Markets;Financial_Markets;R
ILLDICHK;Financial_Markets;Financial_Markets;R
ILLDOUTCU;Financial_Markets;Financial_Markets;R
ILLDOUTTER;Financial_Markets;Financial_Markets;R
ILLDTRANSA;Financial_Markets;Financial_Markets;R
ILLISTESP;Financial_Markets;Financial_Markets;R
ILLNG;Financial_Markets;Financial_Markets;R
ILLONDEPIN;Financial_Markets;Financial_Markets;R
ILLSTCOMP;Financial_Markets;Financial_Markets;R
ILLSTPAYDL;Financial_Markets;Financial_Markets;R
ILLSTWARFR;Financial_Markets;Financial_Markets;R
ILLSTWARFX;Financial_Markets;Financial_Markets;R
ILLSTWARIR;Financial_Markets;Financial_Markets;R
ILLSTWARLD;Financial_Markets;Financial_Markets;R
ILMKGDBBMB;Finance;Core_Banking;R
ILMLYMRGLD;Financial_Markets;Financial_Markets;R
ILNCUDTPOS;Financial_Markets;Financial_Markets;R
ILNCUDTRPO;Financial_Markets;Financial_Markets;R
ILNG5;Financial_Markets;Financial_Markets;I
ILNGL;Financial_Markets;Financial_Markets;I
ILNGS;Financial_Markets;Financial_Markets;I
ILNOSDTBND;Financial_Markets;Financial_Markets;R
ILNOSDTFUT;Account_Management;Core_Banking;R
ILNOSDTPO2;Account_Management;Core_Banking;R
ILNOSDTPOS;Account_Management;Core_Banking;R
ILNOSDTRPO;Account_Management;Core_Banking;R
ILNSETFRA;Financial_Markets;Financial_Markets;R
ILOPDEATDY;Financial_Markets;Financial_Markets;R
ILOPLGRACC;Financial_Markets;Financial_Markets;R
ILOPLSTMTH;Financial_Markets;Financial_Markets;R
ILOPMATMTH;Financial_Markets;Financial_Markets;R
ILOPMTHTOD;Financial_Markets;Financial_Markets;R
ILOPTEXPDT;Financial_Markets;Financial_Markets;R
ILOUFWCVDE;Financial_Markets;Financial_Markets;R
ILOUTCCYPA;Financial_Markets;Financial_Markets;R
ILOUTFRASU;Financial_Markets;Financial_Markets;R
ILOUTFXEOQ;Financial_Markets;Financial_Markets;R
ILOUTINVMA;Financial_Markets;Financial_Markets;R
ILOUTINVSU;Financial_Markets;Financial_Markets;R
ILOUTIRBKG;Financial_Markets;Financial_Markets;R
ILOUTIRS;Financial_Markets;Financial_Markets;R
ILOUTMATLD;Financial_Markets;Financial_Markets;R
ILOUTOPCTP;Financial_Markets;Financial_Markets;R
ILOUTOPTTY;Financial_Markets;Financial_Markets;R
ILOUTRR;Financial_Markets;Financial_Markets;R
ILPAL;Financial_Markets;Financial_Markets;I
ILPAM;Financial_Markets;Financial_Markets;I
ILPAO;Financial_Markets;Financial_Markets;I
ILPAYINADV;Financial_Markets;Financial_Markets;R
ILPMTCHG;Financial_Markets;Financial_Markets;R
ILPMTDTEDC;Financial_Markets;Financial_Markets;R
ILPOSIRS;Financial_Markets;Financial_Markets;R
ILPRCNFNP;Financial_Markets;Financial_Markets;R
ILPRCNFSTA;Financial_Markets;Financial_Markets;R
ILPRINTCNF;Financial_Markets;Financial_Markets;R
ILPRPMTNOS;Financial_Markets;Financial_Markets;R
ILPRPMTSTA;Financial_Markets;Financial_Markets;R
ILPYISTINT;Financial_Markets;Financial_Markets;R
ILRCCNF;Financial_Markets;Financial_Markets;R
ILRESIRS;Financial_Markets;Financial_Markets;R
ILSELCONOP;Financial_Markets;Financial_Markets;R
ILSETFRA;Financial_Markets;Financial_Markets;R
ILSHNABSNT;Financial_Markets;Financial_Markets;R
ILSIMPMEM;Lending;Lending;R
ILSIMPREP;Lending;Lending;R
ILSPFWISO;Financial_Markets;Financial_Markets;R
ILSPFWOUT;Financial_Markets;Financial_Markets;R
ILSPOTFLAT;Financial_Markets;Financial_Markets;R
ILSTMBAL;Financial_Markets;Financial_Markets;R
ILSTMDEP;Financial_Markets;Financial_Markets;R
ILSTMSUM;Financial_Markets;Financial_Markets;R
ILSTMTRG;Financial_Markets;Financial_Markets;R
ILSTPMTINS;Financial_Markets;Financial_Markets;R
ILSUMCUS;Financial_Markets;Financial_Markets;R
ILSUMMVTFR;Financial_Markets;Financial_Markets;R
ILSUMMVTFX;Financial_Markets;Financial_Markets;R
ILSUMMVTIR;Financial_Markets;Financial_Markets;R
ILSUMMVTLD;Financial_Markets;Financial_Markets;R
ILTKOIFFDO;Financial_Markets;Financial_Markets;R
ILTRSDEAL;Financial_Markets;Financial_Markets;R
ILWARDTEDC;Financial_Markets;Financial_Markets;R
ILWAROPTEX;Financial_Markets;Financial_Markets;R
ILXDWAR;Financial_Markets;Financial_Markets;R
IMAGC;MDM_Management;Core_Banking;I
IMAGO;UNUSED;Core_Banking;I
IMBT5;UNUSED;Core_Banking;I
IMCO5;Financial_Markets;Financial_Markets;I
IMFC5;Financial_Markets;Financial_Markets;I
IMFR5;Financial_Markets;Financial_Markets;I
IMFT5;Financial_Markets;Financial_Markets;I
IMFX5;Financial_Markets;Financial_Markets;I
IMIF5;Financial_Markets;Financial_Markets;I
IMIR5;Financial_Markets;Financial_Markets;I
IMLD5;Financial_Markets;Financial_Markets;I
IMLN1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
IMMLC;Payment_And_Cash_Management;Payment_And_Cash_Management;I
IMOP5;Financial_Markets;Financial_Markets;I
IMSP5;Financial_Markets;Financial_Markets;I
IMSPD;Financial_Markets;Financial_Markets;I
IMSPM;Financial_Markets;Financial_Markets;I
INETL;Financial_Markets;Financial_Markets;I
INETM;Financial_Markets;Financial_Markets;I
INETO;Financial_Markets;Financial_Markets;I
INOSL;Financial_Markets;Financial_Markets;I
INOSM;Account_Management;Core_Banking;I
INOSO;Account_Management;Core_Banking;I
INQUS;Account_Management;Core_Banking;I
INVMO;Account_Management;Core_Banking;I
IOASO;Financial_Markets;Financial_Markets;I
IODU5;Financial_Markets;Financial_Markets;I
IODUL;Financial_Markets;Financial_Markets;I
IODUS;Financial_Markets;Financial_Markets;I
IOFF5;Financial_Markets;Financial_Markets;I
IOFFC;Financial_Markets;Financial_Markets;I
IOPCL;Financial_Markets;Financial_Markets;I
IOPCO;Financial_Markets;Financial_Markets;I
IOPE5;Financial_Markets;Financial_Markets;I
IOPEC;Financial_Markets;Financial_Markets;I
IOPPL;Financial_Markets;Financial_Markets;I
IOPPO;Financial_Markets;Financial_Markets;I
IOPT1;Financial_Markets;Financial_Markets;I
IOPTC;Financial_Markets;Financial_Markets;I
IOPTL;Financial_Markets;Financial_Markets;I
IOPTS;Financial_Markets;Financial_Markets;I
IOSTM;Payment_And_Cash_Management;Payment_And_Cash_Management;I
IPAPC;Financial_Markets;Financial_Markets;I
IPASC;Financial_Markets;Financial_Markets;I
IPCOM;Financial_Markets;Financial_Markets;I
IPFXC;Financial_Markets;Financial_Markets;I
IPIBO;Financial_Markets;Financial_Markets;I
IPII5;Financial_Markets;Financial_Markets;I
IPIIF;Financial_Markets;Financial_Markets;I
IPIIO;Financial_Markets;Financial_Markets;I
IPMTL;Financial_Markets;Financial_Markets;I
IPMTM;Financial_Markets;Financial_Markets;I
IPMTO;Financial_Markets;Financial_Markets;I
IPOCC;Financial_Markets;Financial_Markets;I
IPRO4;Financial_Markets;Financial_Markets;I
IPTDC;Financial_Markets;Financial_Markets;I
IPTI1;Financial_Markets;Financial_Markets;I
IPTI2;Financial_Markets;Financial_Markets;I
IPTI5;Financial_Markets;Financial_Markets;I
IPTIC;Financial_Markets;Financial_Markets;I
IPTIL;Financial_Markets;Financial_Markets;I
IPTIO;Financial_Markets;Financial_Markets;I
IPWDL;Financial_Markets;Financial_Markets;I
IPWDM;TECHNICAL_KERNEL;Core_Banking;I
IPWDO;TECHNICAL_KERNEL;Core_Banking;I
IRCL1;TECHNICAL_KERNEL;Core_Banking;I
IRCL3;TECHNICAL_KERNEL;Core_Banking;I
IRCL5;Financial_Markets;Financial_Markets;I
IRCPC;Financial_Markets;Financial_Markets;I
IRCV1;Financial_Markets;Financial_Markets;I
IRCVO;Financial_Markets;Financial_Markets;I
IRFR5;Financial_Markets;Financial_Markets;I
IRFRL;Financial_Markets;Financial_Markets;I
IRFRM;Financial_Markets;Financial_Markets;I
IRFRO;Financial_Markets;Financial_Markets;I
IRS1A;Financial_Markets;Financial_Markets;I
IRS2A;Financial_Markets;Financial_Markets;I
IRSAO;Financial_Markets;Financial_Markets;I
IRSCL;Financial_Markets;Financial_Markets;I
IRSCO;Financial_Markets;Financial_Markets;I
IRSLQ;Financial_Markets;Financial_Markets;I
IRSPL;Financial_Markets;Financial_Markets;I
IRSPO;Financial_Markets;Financial_Markets;I
IRSSC;Financial_Markets;Financial_Markets;I
IRSTM;Financial_Markets;Financial_Markets;I
IRSTR;Financial_Markets;Financial_Markets;I
IRSWL;Financial_Markets;Financial_Markets;I
ISAVO;TECHNICAL_KERNEL;Core_Banking;I
ISBD1;TECHNICAL_KERNEL;Core_Banking;I
ISCO1;Financial_Markets;Financial_Markets;I
ISFR1;Financial_Markets;Financial_Markets;I
ISFRC;Financial_Markets;Financial_Markets;I
ISFX1;Financial_Markets;Financial_Markets;I
ISFX2;Financial_Markets;Financial_Markets;I
ISIF1;Financial_Markets;Financial_Markets;I
ISIF5;Financial_Markets;Financial_Markets;I
ISIFO;Financial_Markets;Financial_Markets;I
ISIM4;Lending;Lending;I
ISIM5;Lending;Lending;I
ISIM6;Lending;Lending;I
ISIMC;Lending;Lending;I
ISIML;Lending;Lending;I
ISIMO;Lending;Lending;I
ISIMS;Lending;Lending;I
ISIR1;Financial_Markets;Financial_Markets;I
ISLD1;Financial_Markets;Financial_Markets;I
ISOS1;Financial_Markets;Financial_Markets;I
ISOS2;Financial_Markets;Financial_Markets;I
ISOS3;Financial_Markets;Financial_Markets;I
ISOS4;Financial_Markets;Financial_Markets;I
ISPIL;Financial_Markets;Financial_Markets;I
ISPIO;Financial_Markets;Financial_Markets;I
ISSLC;Financial_Markets;Financial_Markets;I
ISSTI;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ISTAC;Financial_Markets;Financial_Markets;I
ISTL4;Financial_Markets;Financial_Markets;I
ISTL5;Financial_Markets;Financial_Markets;I
ISTLO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ISTM1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ISTM4;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ISTM5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ISTMC;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ISTMO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ISTMT;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ISTMZ;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ISTPM;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ISWCO;MDM_Management;Core_Banking;I
ISWCS;TECHNICAL_KERNEL;Core_Banking;I
ITCFO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ITEC5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ITECO;UNUSED;Core_Banking;I
ITECX;Financial_Markets;Financial_Markets;I
ITIRO;Financial_Markets;Financial_Markets;I
ITITL;Lending;Lending;I
ITITO;UNUSED;Core_Banking;I
ITLDO;Financial_Markets;Financial_Markets;I
ITOL5;Financial_Markets;Financial_Markets;I
ITOLL;UNUSED;Core_Banking;I
ITOLM;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ITOLO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ITXT5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
ITXTM;MDM_Management;Core_Banking;I
ITXTO;MDM_Management;Core_Banking;I
IUAUDTBL;TECHNICAL_KERNEL;Core_Banking;R
IUAUDTBLES;TECHNICAL_KERNEL;Core_Banking;R
IUAUTOSCAN;TECHNICAL_KERNEL;Core_Banking;R
IUBOEB7SEL;Finance;Core_Banking;R
IUCHGCTP;UNUSED;Core_Banking;R
IUCHGPFTL3;UNUSED;Core_Banking;R
IUCHKCNF;Financial_Markets;Financial_Markets;R
IUCHKSTM;Payment_And_Cash_Management;Payment_And_Cash_Management;R
IUCHSCNF;Financial_Markets;Financial_Markets;R
IUCLNCNF;Financial_Markets;Financial_Markets;R
IUCLNINT;Financial_Markets;Financial_Markets;R
IUCLNSTM;Financial_Markets;Financial_Markets;R
IUCLNTBL;TECHNICAL_KERNEL;Core_Banking;R
IUCLNTBLES;TECHNICAL_KERNEL;Core_Banking;R
IUCLNUPBD;TECHNICAL_KERNEL;Core_Banking;R
IUCLRATE;Account_Management;Core_Banking;R
IUCNF;Payment_And_Cash_Management;Payment_And_Cash_Management;R
IUCNF2;Payment_And_Cash_Management;Payment_And_Cash_Management;R
IUCNVNOSRE;Payment_And_Cash_Management;Payment_And_Cash_Management;R
IUCPRDBKG;Payment_And_Cash_Management;Payment_And_Cash_Management;R
IUCRECNF;Financial_Markets;Financial_Markets;R
IUCRSWPM2;Financial_Markets;Financial_Markets;R
IUCUTOFTIM;Financial_Markets;Financial_Markets;R
IUDELCON;Financial_Markets;Financial_Markets;R
IUDELILDAO;TECHNICAL_KERNEL;Core_Banking;R
IUDELISIMO;Lending;Lending;R
